frame,x,y,z,dx,dy,dz
39,5.200000,-6.800000,10.000000,13.200000,1.200000,0.000000
40,4.600000,-6.800000,10.000000,12.600000,1.200000,0.000000
41,4.300000,-6.800000,10.000000,12.300000,1.200000,0.000000
42,3.700000,-6.800000,10.000000,11.700000,1.200000,0.000000
43,3.100000,-6.800000,10.000000,11.100000,1.200000,0.000000
44,2.800000,-6.800000,10.000000,10.800000,1.200000,0.000000
45,2.200000,-6.800000,10.000000,10.200000,1.200000,0.000000
46,1.600000,-6.800000,10.000000,9.600000,1.200000,0.000000
47,1.300000,-6.800000,10.000000,9.300000,1.200000,0.000000
48,0.700000,-6.800000,10.000000,8.700000,1.200000,0.000000
49,0.100000,-6.800000,10.000000,8.100000,1.200000,0.000000
50,-0.200000,-6.800000,10.000000,7.800000,1.200000,0.000000
51,-0.800000,-6.800000,10.000000,7.200000,1.200000,0.000000
52,-1.400000,-6.800000,10.000000,6.600000,1.200000,0.000000
53,-1.700000,-6.800000,10.000000,6.300000,1.200000,0.000000
54,-2.300000,-6.800000,10.000000,5.700000,1.200000,0.000000
55,-2.900000,-6.800000,10.000000,5.100000,1.200000,0.000000
56,-3.200000,-6.800000,10.000000,4.800000,1.200000,0.000000
57,-3.800000,-6.800000,10.000000,4.200000,1.200000,0.000000
58,-4.400000,-6.800000,10.000000,3.600000,1.200000,0.000000
59,-4.700000,-6.800000,10.000000,3.300000,1.200000,0.000000
60,-5.300000,-6.800000,10.000000,2.700000,1.200000,0.000000
61,-5.900000,-6.800000,10.000000,2.100000,1.200000,0.000000
62,-6.200000,-6.800000,10.000000,1.800000,1.200000,0.000000
63,-6.800000,-6.800000,10.000000,1.200000,1.200000,0.000000
64,-7.400000,-6.800000,10.000000,0.600000,1.200000,0.000000
65,-7.700000,-6.800000,10.000000,0.300000,1.200000,0.000000
66,-8.000000,-5.600000,10.000000,0.000000,2.400000,0.000000
67,-7.400000,-5.600000,10.000000,0.600000,2.400000,0.000000
68,-7.100000,-5.600000,10.000000,0.900000,2.400000,0.000000
69,-6.500000,-5.600000,10.000000,1.500000,2.400000,0.000000
70,-5.900000,-5.600000,10.000000,2.100000,2.400000,0.000000
71,-5.600000,-5.600000,10.000000,2.400000,2.400000,0.000000
72,-5.000000,-5.600000,10.000000,3.000000,2.400000,0.000000
73,-4.400000,-5.600000,10.000000,3.600000,2.400000,0.000000
74,-4.100000,-5.600000,10.000000,3.900000,2.400000,0.000000
75,-3.500000,-5.600000,10.000000,4.500000,2.400000,0.000000
76,-2.900000,-5.600000,10.000000,5.100000,2.400000,0.000000
77,-2.600000,-5.600000,10.000000,5.400000,2.400000,0.000000
78,-2.000000,-5.600000,10.000000,6.000000,2.400000,0.000000
79,-1.400000,-5.600000,10.000000,6.600000,2.400000,0.000000
80,-1.100000,-5.600000,10.000000,6.900000,2.400000,0.000000
81,-0.500000,-5.600000,10.000000,7.500000,2.400000,0.000000
82,0.100000,-5.600000,10.000000,8.100000,2.400000,0.000000
83,0.400000,-5.600000,10.000000,8.400000,2.400000,0.000000
84,1.000000,-5.600000,10.000000,9.000000,2.400000,0.000000
85,1.600000,-5.600000,10.000000,9.600000,2.400000,0.000000
86,1.900000,-5.600000,10.000000,9.900000,2.400000,0.000000
87,2.500000,-5.600000,10.000000,10.500000,2.400000,0.000000
88,3.100000,-5.600000,10.000000,11.100000,2.400000,0.000000
89,3.400000,-5.600000,10.000000,11.400000,2.400000,0.000000
90,4.000000,-5.600000,10.000000,12.000000,2.400000,0.000000
91,4.600000,-5.600000,10.000000,12.600000,2.400000,0.000000
92,4.900000,-5.600000,10.000000,12.900000,2.400000,0.000000
93,5.500000,-5.600000,10.000000,13.500000,2.400000,0.000000
94,6.100000,-5.600000,10.000000,14.100000,2.400000,0.000000
95,6.400000,-5.600000,10.000000,14.400000,2.400000,0.000000
96,7.000000,-5.600000,10.000000,15.000000,2.400000,0.000000
97,7.600000,-5.600000,10.000000,15.600000,2.400000,0.000000
98,7.900000,-5.600000,10.000000,15.900000,2.400000,0.000000
99,7.600000,-4.400000,10.000000,15.600000,3.600000,0.000000
